album,song,lyric,section
folklore,exile,I think I've seen this film before,"[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]"
folklore,exile,And I didn't like the ending,"[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]"
folklore,exile,You're not my homeland anymore,"[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]"
folklore,exile,So what am I defending now?,"[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]"
folklore,exile,"You were my town, now I'm in exile, seein' you out","[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]"
folklore,exile,I think I've seen this film before,"[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]"
folklore,exile,So I'm leavin' out the side door,"[Chorus: Taylor Swift & Justin Vernon, Taylor Swift]"
folklore,exile,"So step right out, there is no amount",[Outro: Justin Vernon & Taylor Swift]
folklore,exile,Of crying I can do for you,[Outro: Justin Vernon & Taylor Swift]
folklore,exile,All this time,[Outro: Justin Vernon & Taylor Swift]
folklore,exile,We always walked a very thin line,[Outro: Justin Vernon & Taylor Swift]
folklore,exile,You didn't even hear me out (Didn't even hear me out),[Outro: Justin Vernon & Taylor Swift]
folklore,exile,You never gave a warning sign (I gave so many signs),[Outro: Justin Vernon & Taylor Swift]
folklore,exile,All this time,[Outro: Justin Vernon & Taylor Swift]
folklore,exile,I never learned to read your mind (Never learned to read my mind),[Outro: Justin Vernon & Taylor Swift]
folklore,exile,I couldn't turn things around (You never turned things around),[Outro: Justin Vernon & Taylor Swift]
folklore,exile,'Cause you never gave a warning sign (I gave so many signs),[Outro: Justin Vernon & Taylor Swift]
folklore,exile,You never gave a warning sign (All this time),[Outro: Justin Vernon & Taylor Swift]
folklore,exile,(So many times) I never learned to read your mind,[Outro: Justin Vernon & Taylor Swift]
folklore,exile,(So many signs) I couldn't turn things around (I couldn't turn things around),[Outro: Justin Vernon & Taylor Swift]
folklore,exile,'Cause you never gave a warning sign (You never gave a warning sign),[Outro: Justin Vernon & Taylor Swift]
folklore,exile,You never gave a warning sign,[Outro: Justin Vernon & Taylor Swift]
folklore,exile,"Ah, ah",[Outro: Justin Vernon & Taylor Swift]
folklore,my tears ricochet,"We gather here, we line up, weepin' in a sunlit room",[Verse 1]
folklore,my tears ricochet,"And if I'm on fire, you'll be made of ashes, too",[Verse 1]
folklore,my tears ricochet,"Even on my worst day, did I deserve, babe",[Verse 1]
folklore,my tears ricochet,All the hell you gave me?,[Verse 1]
folklore,my tears ricochet,"'Cause I loved you, I swear I loved you",[Verse 1]
folklore,my tears ricochet,'Til my dying day,[Verse 1]
folklore,my tears ricochet,I didn't have it in myself to go with grace,[Chorus]
folklore,my tears ricochet,"And you're the hero flying around, saving face",[Chorus]
folklore,my tears ricochet,"And if I'm dead to you, why are you at the wake?",[Chorus]
folklore,my tears ricochet,"Cursing my name, wishing I stayed",[Chorus]
folklore,my tears ricochet,Look at how my tears ricochet,[Chorus]
folklore,my tears ricochet,"We gather stones, never knowing what they'll mean",[Verse 2]
folklore,my tears ricochet,"Some to throw, some to make a diamond ring",[Verse 2]
folklore,my tears ricochet,You know I didn't want to have to haunt you,[Verse 2]
folklore,my tears ricochet,But what a ghostly scene,[Verse 2]
folklore,my tears ricochet,You wear the same jewels that I gave you,[Verse 2]
folklore,my tears ricochet,As you bury me,[Verse 2]
folklore,my tears ricochet,I didn't have it in myself to go with grace,[Chorus]
folklore,my tears ricochet,"'Cause when I'd fight, you used to tell me I was brave",[Chorus]
folklore,my tears ricochet,"And if I'm dead to you, why are you at the wake?",[Chorus]
folklore,my tears ricochet,"Cursing my name, wishing I stayed",[Chorus]
folklore,my tears ricochet,Look at how my tears ricochet,[Chorus]
folklore,my tears ricochet,And I can go anywhere I want,[Bridge]
folklore,my tears ricochet,"Anywhere I want, just not home",[Bridge]
folklore,my tears ricochet,"And you can aim for my heart, go for blood",[Bridge]
folklore,my tears ricochet,But you would still miss me in your bones,[Bridge]
folklore,my tears ricochet,And I still talk to you (When I'm screaming at the sky),[Bridge]
folklore,my tears ricochet,And when you can't sleep at night (You hear my stolen lullabies),[Bridge]
folklore,my tears ricochet,I didn't have it in myself to go with grace,[Chorus]
folklore,my tears ricochet,And so the battleships will sink beneath the waves,[Chorus]
folklore,my tears ricochet,"You had to kill me, but it killed you just the same",[Chorus]
folklore,my tears ricochet,"Cursing my name, wishing I stayed",[Chorus]
folklore,my tears ricochet,You turned into your worst fears,[Chorus]
folklore,my tears ricochet,"And you're tossing out blame, drunk on this pain",[Chorus]
folklore,my tears ricochet,Crossing out the good years,[Chorus]
folklore,my tears ricochet,"And you're cursing my name, wishing I stayed",[Chorus]
folklore,my tears ricochet,Look at how my tears ricochet,[Chorus]
folklore,mirrorball,I want you to know,[Verse 1]
folklore,mirrorball,I'm a mirrorball,[Verse 1]
folklore,mirrorball,I'll show you every version of yourself tonight,[Verse 1]
folklore,mirrorball,I'll get you out on the floor,[Verse 1]
folklore,mirrorball,Shimmering beautiful,[Verse 1]
folklore,mirrorball,"And when I break, it's in a million pieces",[Verse 1]
folklore,mirrorball,"Hush, when no one is around, my dear",[Chorus]
folklore,mirrorball,You'll find me on my tallest tiptoes,[Chorus]
folklore,mirrorball,"Spinning in my highest heels, love",[Chorus]
folklore,mirrorball,Shining just for you,[Chorus]
folklore,mirrorball,"Hush, I know they said the end is near",[Chorus]
folklore,mirrorball,But I'm still on my tallest tiptoes,[Chorus]
folklore,mirrorball,"Spinning in my highest heels, love",[Chorus]
folklore,mirrorball,Shining just for you,[Chorus]
folklore,mirrorball,I want you to know,[Verse 2]
folklore,mirrorball,I'm a mirrorball,[Verse 2]
folklore,mirrorball,I can change everything about me to fit in,[Verse 2]
folklore,mirrorball,You are not like the regulars,[Verse 2]
folklore,mirrorball,The masquerade revelers,[Verse 2]
folklore,mirrorball,Drunk as they watch my shattered edges glisten,[Verse 2]
folklore,mirrorball,"Hush, when no one is around, my dear",[Chorus]
folklore,mirrorball,You'll find me on my tallest tiptoes,[Chorus]
folklore,mirrorball,"Spinning in my highest heels, love",[Chorus]
folklore,mirrorball,Shining just for you,[Chorus]
folklore,mirrorball,"Hush, I know they said the end is near",[Chorus]
folklore,mirrorball,But I'm still on my tallest tiptoes,[Chorus]
folklore,mirrorball,"Spinning in my highest heels, love",[Chorus]
folklore,mirrorball,Shining just for you,[Chorus]
folklore,mirrorball,"And they called off the circus, burned the disco down",[Bridge]
folklore,mirrorball,When they sent home the horses and the rodeo clowns,[Bridge]
folklore,mirrorball,I'm still on that tightrope,[Bridge]
folklore,mirrorball,I'm still trying everything to get you laughing at me,[Bridge]
folklore,mirrorball,"And I'm still a believer, but I don't know why",[Bridge]
folklore,mirrorball,"I've never been a natural, all I do is try, try, try",[Bridge]
folklore,mirrorball,I'm still on that trapeze,[Bridge]
folklore,mirrorball,I'm still trying everything to keep you looking at me,[Bridge]
folklore,mirrorball,Because I'm a mirrorball,[Outro]
folklore,mirrorball,I'm a mirrorball,[Outro]
folklore,mirrorball,And I'll show you every version of yourself tonight,[Outro]
folklore,seven,Please picture me in the trees,[Verse 1]
folklore,seven,I hit my peak at seven,[Verse 1]
folklore,seven,Feet in the swing over the creek,[Verse 1]
folklore,seven,I was too scared to jump in,[Verse 1]
folklore,seven,"But I, I was high in the sky",[Verse 1]
folklore,seven,With Pennsylvania under me,[Verse 1]
folklore,seven,Are there still beautiful things?,[Verse 1]
folklore,seven,Sweet tea in the summer,[Chorus]
folklore,seven,"Cross your heart, won't tell no other",[Chorus]
folklore,seven,And though I can't recall your face,[Chorus]
folklore,seven,I still got love for you,[Chorus]
folklore,seven,Your braids like a pattern,[Chorus]
folklore,seven,Love you to the Moon and to Saturn,[Chorus]
folklore,seven,Passed down like folk songs,[Chorus]
folklore,seven,The love lasts so long,[Chorus]
folklore,seven,And I've been meaning to tell you,[Bridge]
folklore,seven,I think your house is haunted,[Bridge]
folklore,seven,Your dad is always mad and that must be why,[Bridge]
folklore,seven,And I think you should come live with me,[Bridge]
folklore,seven,And we can be pirates,[Bridge]
folklore,seven,Then you won't have to cry,[Bridge]
folklore,seven,Or hide in the closet,[Bridge]
folklore,seven,And just like a folk song,[Bridge]
folklore,seven,Our love will be passed on,[Bridge]
folklore,seven,Please picture me in the weeds,[Verse 2]
folklore,seven,Before I learned civility,[Verse 2]
folklore,seven,I used to scream ferociously,[Verse 2]
folklore,seven,Any time I wanted,[Verse 2]
folklore,seven,"I, I",[Verse 2]
folklore,seven,Sweet tea in the summer,[Chorus]
folklore,seven,"Cross my heart, won't tell no other",[Chorus]
folklore,seven,And though I can't recall your face,[Chorus]
folklore,seven,I still got love for you,[Chorus]
folklore,seven,Pack your dolls and a sweater,[Chorus]
folklore,seven,We'll move to India forever,[Chorus]
folklore,seven,Passed down like folk songs,[Chorus]
folklore,seven,Our love lasts so long,[Chorus]
folklore,august,"Salt air, and the rust on your door",[Verse 1]
folklore,august,I never needed anything more,[Verse 1]
folklore,august,Whispers of 'Are you sure?',[Verse 1]
folklore,august,'Never have I ever before',[Verse 1]
folklore,august,But I can see us lost in the memory,[Chorus]
folklore,august,August slipped away into a moment in time,[Chorus]
folklore,august,'Cause it was never mine,[Chorus]
folklore,august,And I can see us twisted in bedsheets,[Chorus]
folklore,august,August sipped away like a bottle of wine,[Chorus]
folklore,august,'Cause you were never mine,[Chorus]
folklore,august,Your back beneath the sun,[Verse 2]
folklore,august,Wishin' I could write my name on it,[Verse 2]
folklore,august,Will you call when you're back at school?,[Verse 2]
folklore,august,I remember thinkin' I had you,[Verse 2]
folklore,august,But I can see us lost in the memory,[Chorus]
folklore,august,August slipped away into a moment in time,[Chorus]
folklore,august,'Cause it was never mine,[Chorus]
folklore,august,And I can see us twisted in bedsheets,[Chorus]
folklore,august,August sipped away like a bottle of wine,[Chorus]
folklore,august,'Cause you were never mine,[Chorus]
folklore,august,Back when we were still changin' for the better,[Bridge]
folklore,august,Wanting was enough,[Bridge]
folklore,august,"For me, it was enough",[Bridge]
folklore,august,To live for the hope of it all,[Bridge]
folklore,august,Cancel plans just in case you'd call,[Bridge]
folklore,august,"And say, 'Meet me behind the mall'",[Bridge]
folklore,august,So much for summer love and saying 'us',[Bridge]
folklore,august,'Cause you weren't mine to lose,[Bridge]
folklore,august,"You weren't mine to lose, no",[Bridge]
folklore,august,But I can see us lost in the memory,[Chorus]
folklore,august,August slipped away into a moment in time,[Chorus]
folklore,august,'Cause it was never mine,[Chorus]
folklore,august,And I can see us twisted in bedsheets,[Chorus]
folklore,august,August sipped away like a bottle of wine,[Chorus]
folklore,august,'Cause you were never mine,[Chorus]
folklore,august,'Cause you were never mine,[Outro]
folklore,august,Never mine,[Outro]
folklore,august,But do you remember?,[Outro]
folklore,august,Remember when I pulled up and said 'Get in the car',[Outro]
folklore,august,And then canceled my plans just in case you'd call?,[Outro]
folklore,august,"Back when I was livin' for the hope of it all, for the hope of it all",[Outro]
folklore,august,'Meet me behind the mall',[Outro]
folklore,august,(Remember when I pulled up and said 'Get in the car'),[Outro]
folklore,august,(And then canceled my plans just in case you'd call?),[Outro]
folklore,august,"(Back when I was livin' for the hope of it all, for the hope of it all)",[Outro]
folklore,august,('Meet me behind the mall'),[Outro]
folklore,august,Remember when I pulled up and said 'Get in the car',[Outro]
folklore,august,And then canceled my plans just in case you'd call?,[Outro]
folklore,august,Back when I was livin' for the hope of it all (For the hope of it all),[Outro]
folklore,august,"For the hope of it all, for the hope of it all",[Outro]
folklore,august,"(For the hope of it all, for the hope of it all)",[Outro]
folklore,this is me trying,I've been having a hard time adjusting,[Verse 1]
folklore,this is me trying,"I had the shiniest wheels, now they're rusting",[Verse 1]
folklore,this is me trying,I didn't know if you'd care if I came back,[Verse 1]
folklore,this is me trying,I have a lot of regrets about that,[Verse 1]
folklore,this is me trying,Pulled the car off the road to the lookout,[Verse 1]
folklore,this is me trying,Could've followed my fears all the way down,[Verse 1]
folklore,this is me trying,And maybe I don't quite know what to say,[Verse 1]
folklore,this is me trying,But I'm here in your doorway,[Verse 1]
folklore,this is me trying,I just wanted you to know that this is me trying,[Chorus]
